lead_time,no_of_special_requests,avg_price_per_room,arrival_date,arrival_month,no_of_week_nights,market_segment_type,no_of_weekend_nights,no_of_adults,room_type_reserved,booking_status
3.7612001156935624,0.0,4.9783186926197125,29,8,1.3862943611198906,4,0.6931471805599453,3,2,0
4.727387818712341,0.6931471805599453,4.795790545596741,2,6,1.3862943611198906,4,0.0,2,0,0
3.912023005428146,0.0,4.52655978540618,22,2,1.791759469228055,3,1.0986122886681098,2,3,0
4.5217885770490405,0.0,4.330733340286331,30,9,1.0986122886681098,3,0.6931471805599453,1,0,1
2.772588722239781,0.0,4.718498871295094,3,12,0.6931471805599453,4,0.0,2,0,1
0.6931471805599453,0.0,4.406719247264253,14,12,0.0,4,0.6931471805599453,1,0,1
4.634728988229636,0.0,4.07753744390572,25,3,1.0986122886681098,3,1.0986122886681098,2,0,1
4.90527477843843,0.0,4.189654742026425,4,12,1.0986122886681098,3,1.0986122886681098,2,0,1
3.5553480614894135,0.0,4.0943445622221,26,1,0.6931471805599453,2,0.0,1,0,1
5.3471075307174685,0.6931471805599453,4.416065676897304,25,4,1.0986122886681098,4,0.6931471805599453,2,0,1
2.70805020110221,0.0,4.423648309364701,16,3,0.6931471805599453,3,0.0,1,0,1
0.0,0.6931471805599453,4.30406509320417,5,12,0.6931471805599453,4,0.6931471805599453,2,1,1
0.6931471805599453,0.6931471805599453,4.674696248636701,29,9,0.6931471805599453,4,0.0,2,0,1
3.9318256327243257,1.0986122886681098,4.58700621536042,9,10,0.0,4,0.6931471805599453,2,0,1
4.7535901911063645,0.0,4.343805421853684,27,2,1.3862943611198906,3,1.0986122886681098,1,0,1
3.6888794541139363,0.0,4.700480365792417,14,8,1.0986122886681098,3,0.0,2,0,1
5.7430031878094825,1.0986122886681098,2.302585092994046,10,11,1.0986122886681098,1,0.0,2,2,1
4.605170185988092,1.0986122886681098,4.96109484853612,18,7,1.3862943611198906,4,0.6931471805599453,2,0,1
3.044522437723423,0.0,4.189654742026425,11,10,0.6931471805599453,2,1.0986122886681098,1,0,1
4.727387818712341,0.6931471805599453,4.778282803696737,16,8,1.0986122886681098,4,0.0,2,0,1
4.060443010546419,0.0,4.785823685681349,22,4,1.0986122886681098,4,0.0,2,2,0
5.71042701737487,0.6931471805599453,4.7535901911063645,30,7,0.6931471805599453,3,0.6931471805599453,2,0,0
4.442651256490317,1.3862943611198906,4.785823685681349,3,10,0.6931471805599453,4,0.6931471805599453,2,0,1
5.10594547390058,0.0,4.61512051684126,2,10,1.0986122886681098,3,0.0,1,0,1
4.007333185232471,0.6931471805599453,4.596129441335942,20,12,1.3862943611198906,3,0.0,3,0,1
3.9512437185814275,0.0,4.674696248636701,1,4,1.0986122886681098,4,0.6931471805599453,2,2,1
1.791759469228055,1.0986122886681098,4.51085950651685,10,8,1.791759469228055,4,0.6931471805599453,2,0,1
4.770684624465665,0.6931471805599453,4.5591262474866845,3,5,1.0986122886681098,4,0.0,2,0,1
4.663439094112067,0.0,4.709530201312334,12,10,1.0986122886681098,3,0.6931471805599453,2,0,0
3.4965075614664802,0.6931471805599453,4.875197323201151,11,11,1.0986122886681098,4,0.0,2,0,0
5.438079308923196,0.0,4.502583597212991,22,10,1.0986122886681098,4,1.0986122886681098,2,0,0
3.258096538021482,0.0,4.9911806062621205,31,5,1.6094379124341003,4,0.0,2,2,0
5.198497031265826,0.0,4.403665809777363,23,5,1.791759469228055,3,0.6931471805599453,2,0,1
3.4657359027997265,0.0,4.219507705176107,13,11,1.0986122886681098,2,1.0986122886681098,1,0,1
1.0986122886681098,0.6931471805599453,4.343805421853684,4,1,0.0,4,0.6931471805599453,1,0,1
5.241747015059643,0.0,4.875197323201151,15,6,1.0986122886681098,4,0.0,1,0,0
4.605170185988092,0.6931471805599453,4.460144413937834,8,4,1.0986122886681098,4,0.0,2,1,0
4.007333185232471,0.6931471805599453,4.328098292648326,18,11,1.0986122886681098,4,1.0986122886681098,2,0,1
3.4011973816621555,0.0,4.618382517460226,12,3,1.6094379124341003,4,1.0986122886681098,2,2,1
4.653960350157523,0.6931471805599453,4.919250732294404,17,5,1.3862943611198906,4,0.0,2,0,1
1.0986122886681098,0.0,5.056245805348308,30,7,0.6931471805599453,4,0.0,2,2,1
3.332204510175204,0.0,5.034807446067241,26,6,0.6931471805599453,4,1.0986122886681098,2,2,0
3.4965075614664802,0.0,4.808111029984782,11,4,0.0,4,0.6931471805599453,2,0,0
3.713572066704308,1.0986122886681098,4.596129441335942,10,3,1.3862943611198906,4,0.6931471805599453,2,0,1
2.995732273553991,0.0,4.51085950651685,6,10,1.3862943611198906,3,0.0,2,0,1
4.330733340286331,1.3862943611198906,5.064176061024286,7,11,1.0986122886681098,4,0.6931471805599453,3,0,1
5.081404364984463,0.0,4.2626798770413155,30,12,1.3862943611198906,3,0.0,2,0,1
4.634728988229636,0.0,4.700480365792417,16,10,1.0986122886681098,3,0.0,2,0,1
0.6931471805599453,0.6931471805599453,4.624972813284271,8,4,0.6931471805599453,4,0.0,2,0,1
3.6888794541139363,0.0,4.417635062141249,14,3,1.0986122886681098,4,0.6931471805599453,2,0,1
4.48863636973214,0.0,4.574710978503383,3,5,1.3862943611198906,3,0.0,1,0,1
5.075173815233827,0.6931471805599453,4.897541247926004,22,7,1.791759469228055,4,1.0986122886681098,2,0,0
2.995732273553991,1.0986122886681098,4.328098292648326,24,11,1.3862943611198906,4,0.6931471805599453,2,0,1
5.583496308781699,0.6931471805599453,4.7535901911063645,24,6,1.0986122886681098,3,0.0,2,0,0
4.007333185232471,1.0986122886681098,4.657762636107262,31,3,1.3862943611198906,4,0.0,2,2,1
5.849324779946859,0.6931471805599453,4.7535901911063645,13,9,1.0986122886681098,3,0.0,2,0,0
4.30406509320417,0.6931471805599453,4.794550107149492,12,5,1.3862943611198906,4,1.0986122886681098,2,0,1
4.04305126783455,0.0,4.795790545596741,8,6,0.6931471805599453,3,0.0,2,0,1
3.1780538303479458,0.0,4.382026634673881,2,1,0.6931471805599453,3,1.0986122886681098,1,0,1
3.784189633918261,1.3862943611198906,4.577798989191959,29,10,1.3862943611198906,4,0.0,2,0,1
3.091042453358316,0.6931471805599453,4.07753744390572,25,12,1.3862943611198906,3,1.0986122886681098,2,0,1
5.087596335232384,1.0986122886681098,4.751432692966343,27,7,1.6094379124341003,4,0.0,2,0,0
2.995732273553991,0.0,4.394449154672439,6,10,1.3862943611198906,3,0.0,1,0,1
4.574710978503383,0.0,4.1705337005796475,27,8,0.6931471805599453,3,1.0986122886681098,2,0,1
4.8283137373023015,1.3862943611198906,4.990636647589566,6,11,1.0986122886681098,4,1.0986122886681098,1,0,1
3.828641396489095,0.0,4.7318028369214575,7,4,0.6931471805599453,4,0.0,1,0,0
2.302585092994046,0.6931471805599453,4.882801922586371,12,4,0.6931471805599453,4,0.0,2,0,1
4.248495242049359,0.6931471805599453,5.159055299214529,7,11,1.3862943611198906,4,0.6931471805599453,1,0,0
2.9444389791664403,0.0,5.017279836814924,17,6,1.0986122886681098,4,0.0,2,0,0
5.099866427824199,0.0,4.623010104116422,5,10,1.3862943611198906,3,0.0,1,0,0
5.19295685089021,0.6931471805599453,4.215972050343799,4,7,1.6094379124341003,4,0.6931471805599453,1,0,1
3.6888794541139363,0.0,5.297817241506355,20,7,1.0986122886681098,4,0.0,2,4,0
5.3981627015177525,0.0,5.153291594497779,17,9,0.6931471805599453,3,1.0986122886681098,2,0,0
5.214935757608986,0.0,4.596129441335942,11,10,0.6931471805599453,4,0.0,1,0,0
3.4339872044851463,0.0,4.493120682179469,4,3,1.0986122886681098,4,0.0,2,0,1
5.568344503761097,1.0986122886681098,4.52124495105033,13,10,1.3862943611198906,3,0.0,2,2,1
3.784189633918261,0.0,0.0,23,10,0.6931471805599453,4,0.0,2,0,1
5.455321115357702,0.0,4.51085950651685,14,10,1.0986122886681098,3,0.6931471805599453,2,0,0
4.624972813284271,0.0,4.6491870714048655,3,7,1.791759469228055,4,1.0986122886681098,1,0,0
1.6094379124341003,0.6931471805599453,4.672828834461906,19,8,1.0986122886681098,4,0.0,2,0,1
5.267858159063328,0.0,4.189654742026425,15,10,1.3862943611198906,3,0.0,2,0,0
2.0794415416798357,0.6931471805599453,4.390366758948883,20,1,1.3862943611198906,4,0.0,2,0,1
4.290459441148391,0.6931471805599453,4.2227377769905,31,3,1.3862943611198906,4,0.0,2,0,1
3.58351893845611,0.6931471805599453,4.350277936359301,26,10,0.6931471805599453,3,0.6931471805599453,2,0,1
4.007333185232471,0.0,4.189654742026425,18,11,0.6931471805599453,2,0.0,1,0,1
4.219507705176107,0.6931471805599453,4.328098292648326,17,12,1.9459101490553132,4,1.0986122886681098,2,0,1
5.204006687076795,0.0,4.795790545596741,11,10,1.0986122886681098,4,0.0,1,0,0
0.6931471805599453,0.0,0.0,10,11,0.6931471805599453,1,0.0,1,0,1
0.6931471805599453,0.0,4.5217885770490405,17,11,0.6931471805599453,4,0.0,1,0,1
4.564348191467836,0.6931471805599453,4.679442430362679,4,6,0.6931471805599453,4,0.0,2,0,1
4.248495242049359,0.0,4.666265285347902,27,4,1.0986122886681098,4,0.0,2,0,0
3.2188758248682006,0.6931471805599453,4.675908200493433,7,12,1.3862943611198906,4,0.0,2,0,1
4.418840607796598,0.6931471805599453,4.319486116198983,25,4,0.0,4,0.6931471805599453,2,0,0
4.795790545596741,0.6931471805599453,4.6491870714048655,2,5,0.6931471805599453,4,0.6931471805599453,2,0,1
2.772588722239781,0.0,4.675908200493433,15,4,1.0986122886681098,4,0.6931471805599453,2,0,0
2.1972245773362196,0.6931471805599453,4.836281906951478,18,3,1.0986122886681098,4,0.0,2,0,1
1.0986122886681098,0.6931471805599453,4.465908118654584,14,12,1.3862943611198906,2,0.0,2,0,1
3.295836866004329,1.0986122886681098,5.13885259189701,28,9,1.6094379124341003,4,0.6931471805599453,3,5,0
4.382026634673881,0.0,4.350277936359301,21,3,1.0986122886681098,4,0.6931471805599453,2,0,1
5.680172609017068,0.6931471805599453,5.10370053165993,23,10,1.6094379124341003,4,1.0986122886681098,2,1,0
4.672828834461906,0.0,4.694096395182493,11,7,1.0986122886681098,4,0.6931471805599453,2,0,0
1.791759469228055,0.0,4.564348191467836,20,6,0.0,2,0.6931471805599453,1,0,1
5.198497031265826,0.0,4.577798989191959,28,8,0.0,4,1.0986122886681098,2,0,0
2.8903717578961645,0.6931471805599453,4.919980925828125,19,8,1.0986122886681098,4,0.0,2,0,0
4.23410650459726,0.0,4.821651594428751,16,7,1.791759469228055,4,1.0986122886681098,2,2,0
3.6109179126442243,0.6931471805599453,4.919250732294404,14,8,0.0,4,1.0986122886681098,2,0,1
4.962844630259907,0.0,4.970507503005476,20,9,1.791759469228055,4,0.6931471805599453,2,2,0
4.532599493153256,0.0,4.505902184329423,12,9,1.0986122886681098,3,1.0986122886681098,2,0,1
5.030437921392435,0.6931471805599453,4.351309662011821,2,5,1.3862943611198906,4,0.6931471805599453,2,0,0
5.099866427824199,0.6931471805599453,4.309052634715209,9,4,1.791759469228055,4,1.0986122886681098,1,0,1
1.3862943611198906,0.6931471805599453,4.5217885770490405,21,5,0.6931471805599453,3,0.6931471805599453,1,0,1
5.236441962829949,0.0,4.57522630961502,28,8,1.791759469228055,4,1.0986122886681098,2,0,0
4.605170185988092,1.0986122886681098,5.08821342874163,7,11,1.0986122886681098,4,0.6931471805599453,2,0,1
0.0,0.6931471805599453,4.584967478670572,23,6,0.6931471805599453,4,0.0,2,0,1
4.919980925828125,0.6931471805599453,4.520701029361642,26,8,1.0986122886681098,4,0.0,1,0,1
2.833213344056216,0.6931471805599453,4.577284982498556,5,12,0.6931471805599453,4,0.6931471805599453,2,1,1
2.8903717578961645,1.0986122886681098,4.859812404361672,15,9,1.0986122886681098,4,0.0,2,0,1
4.663439094112067,0.0,4.330733340286331,6,4,0.6931471805599453,3,0.0,2,0,0
3.9889840465642745,0.0,5.0072963928307415,9,7,0.6931471805599453,4,0.6931471805599453,3,2,0
2.70805020110221,0.6931471805599453,4.477336814478207,4,11,0.6931471805599453,4,0.0,2,0,0
3.871201010907891,0.0,4.795790545596741,28,4,1.3862943611198906,4,0.0,2,0,1
4.330733340286331,0.0,4.403665809777363,17,9,0.6931471805599453,3,0.6931471805599453,2,0,1
4.430816798843313,0.0,4.437816056315923,18,5,1.0986122886681098,4,0.0,1,0,1
4.276666119016055,0.0,4.758749273916392,1,6,1.6094379124341003,3,0.6931471805599453,3,2,0
3.58351893845611,1.3862943611198906,4.9344739331306915,9,10,0.6931471805599453,4,1.0986122886681098,2,0,1
5.680172609017068,0.0,4.727387818712341,21,7,1.0986122886681098,3,0.0,2,0,0
5.438079308923196,0.6931471805599453,4.577798989191959,5,8,1.0986122886681098,4,0.6931471805599453,2,0,1
5.655991810819852,0.0,4.61512051684126,3,10,1.3862943611198906,3,0.6931471805599453,2,0,0
3.784189633918261,1.0986122886681098,4.702296896718814,28,4,1.3862943611198906,4,0.0,2,0,1
2.6390573296152584,0.0,4.890123538868615,22,10,1.791759469228055,3,1.0986122886681098,2,0,1
1.3862943611198906,1.0986122886681098,4.189654742026425,20,11,1.3862943611198906,2,1.0986122886681098,1,0,1
4.718498871295094,0.0,4.795790545596741,10,10,0.0,3,0.6931471805599453,1,0,0
5.267858159063328,0.0,5.0826458300725275,29,12,1.3862943611198906,4,0.0,2,4,1
4.6443908991413725,0.6931471805599453,4.932313327320786,14,7,1.3862943611198906,4,0.0,3,2,1
2.995732273553991,0.6931471805599453,4.81014976667463,1,10,1.3862943611198906,4,0.6931471805599453,2,2,1
0.0,1.0986122886681098,4.7140245909001735,30,1,0.6931471805599453,4,0.6931471805599453,2,0,1
4.77912349311153,0.0,4.709530201312334,6,6,1.3862943611198906,3,0.6931471805599453,1,0,1
2.833213344056216,0.6931471805599453,4.731097742585882,4,6,0.6931471805599453,4,0.6931471805599453,2,2,1
4.382026634673881,0.6931471805599453,4.231930225174664,4,4,1.791759469228055,4,0.6931471805599453,2,0,1
3.9512437185814275,0.0,4.822697998516666,14,4,1.0986122886681098,4,0.0,1,2,0
0.0,0.0,5.003946305945459,19,8,1.0986122886681098,4,0.0,2,0,1
4.406719247264253,0.0,4.330733340286331,29,4,1.0986122886681098,3,0.6931471805599453,2,0,1
3.044522437723423,0.6931471805599453,4.700480365792417,13,6,1.0986122886681098,4,0.6931471805599453,2,0,1
4.174387269895637,0.6931471805599453,4.5591262474866845,25,7,1.3862943611198906,4,0.6931471805599453,2,0,1
4.127134385045092,0.0,4.37462430490712,17,3,1.3862943611198906,4,0.6931471805599453,2,0,0
2.833213344056216,0.0,4.177766170361173,5,2,1.0986122886681098,4,0.6931471805599453,2,2,1
4.875197323201151,0.0,5.0770470596155075,9,6,1.0986122886681098,4,0.0,3,2,0
3.4657359027997265,0.0,4.330733340286331,16,9,1.0986122886681098,3,0.6931471805599453,2,0,1
2.833213344056216,0.0,4.68213122712422,1,10,1.0986122886681098,4,0.0,2,0,1
4.584967478670572,0.0,5.2269287704603835,21,10,1.3862943611198906,4,1.0986122886681098,2,4,0
4.990432586778736,0.6931471805599453,4.409763389645481,5,8,0.6931471805599453,3,0.0,2,0,1
3.367295829986474,0.0,4.875197323201151,29,10,0.6931471805599453,3,0.0,1,0,1
4.653960350157523,0.0,4.52124495105033,8,4,1.0986122886681098,4,1.0986122886681098,2,2,0
5.3230099791384085,0.6931471805599453,4.560068212075671,18,8,1.791759469228055,4,1.0986122886681098,2,0,0
5.393627546352362,0.0,4.6913478822291435,4,9,0.6931471805599453,3,0.0,2,0,0
5.267858159063328,0.0,4.795790545596741,20,6,1.0986122886681098,4,0.6931471805599453,2,0,0
5.497168225293202,0.0,4.501696777511816,4,9,1.9459101490553132,4,1.6094379124341003,1,0,0
5.214935757608986,0.6931471805599453,4.727387818712341,9,8,1.3862943611198906,3,0.0,2,0,0
1.6094379124341003,0.0,4.394449154672439,29,8,0.6931471805599453,3,0.6931471805599453,1,0,1
1.3862943611198906,0.0,4.90527477843843,10,10,0.0,4,0.6931471805599453,1,0,1
4.110873864173311,1.3862943611198906,5.0157554967908276,29,9,1.0986122886681098,4,0.0,2,2,1
2.833213344056216,0.0,5.062088575685172,7,11,1.791759469228055,4,0.6931471805599453,1,0,0
3.6109179126442243,0.0,4.658616161693717,7,5,0.6931471805599453,4,0.0,2,0,1
2.4849066497880004,1.0986122886681098,5.0369526024136295,28,8,1.0986122886681098,4,0.0,2,4,1
0.6931471805599453,0.0,4.6913478822291435,20,7,0.6931471805599453,4,0.0,2,0,1
5.075173815233827,0.0,4.747537427275013,7,8,0.6931471805599453,4,1.0986122886681098,2,0,0
4.948759890378168,1.0986122886681098,4.350277936359301,10,8,1.9459101490553132,4,1.3862943611198906,2,0,1
1.0986122886681098,0.0,5.099866427824199,15,9,0.6931471805599453,4,0.0,1,0,1
4.532599493153256,0.0,4.189654742026425,7,10,1.6094379124341003,3,0.0,1,0,1
5.720311776607412,0.0,4.319486116198983,21,10,1.0986122886681098,4,0.6931471805599453,2,0,0
2.4849066497880004,1.0986122886681098,4.3812763532831775,8,9,1.6094379124341003,3,0.0,2,1,1
5.634789603169249,0.0,4.709530201312334,12,10,1.3862943611198906,3,0.0,2,0,0
5.220355825078324,1.0986122886681098,4.865224091322398,17,10,1.3862943611198906,4,0.6931471805599453,3,2,0
4.7535901911063645,0.0,4.7063720664970585,11,5,1.6094379124341003,4,0.0,2,0,0
3.4657359027997265,0.0,4.394449154672439,28,12,1.0986122886681098,3,0.6931471805599453,2,0,1
4.709530201312334,1.3862943611198906,4.970507503005476,3,6,0.6931471805599453,4,0.0,2,0,1
2.995732273553991,1.0986122886681098,5.147494476813453,11,3,1.0986122886681098,4,0.6931471805599453,2,2,1
5.236441962829949,0.0,4.721618998631338,28,8,1.791759469228055,4,1.0986122886681098,2,0,0
0.6931471805599453,0.6931471805599453,4.6913478822291435,20,7,0.6931471805599453,4,0.0,2,0,1
5.1298987149230735,1.0986122886681098,4.852030263919617,1,10,0.6931471805599453,4,0.6931471805599453,2,0,0
2.6390573296152584,0.0,5.14166355650266,8,11,1.0986122886681098,2,0.0,1,0,1
4.77912349311153,0.6931471805599453,4.657762636107262,29,10,0.6931471805599453,4,1.0986122886681098,2,2,1
0.0,0.0,4.584967478670572,24,2,0.6931471805599453,4,0.0,2,0,1
4.07753744390572,0.6931471805599453,5.0369526024136295,5,4,1.3862943611198906,4,0.0,2,2,1
5.081404364984463,0.0,4.51085950651685,27,4,1.6094379124341003,4,1.0986122886681098,2,0,0
4.875197323201151,1.0986122886681098,4.945207488773801,29,9,1.3862943611198906,4,0.0,2,2,1
3.9889840465642745,0.0,4.951592753462473,17,6,1.0986122886681098,4,0.0,1,2,0
3.871201010907891,0.0,4.666265285347902,11,4,0.6931471805599453,4,0.6931471805599453,2,0,0
4.634728988229636,1.0986122886681098,4.454347296253507,17,11,1.3862943611198906,4,1.0986122886681098,2,0,0
3.295836866004329,0.6931471805599453,4.787491742782046,9,10,0.0,4,1.0986122886681098,2,0,0
1.9459101490553132,0.0,4.867534450455582,12,5,0.6931471805599453,2,0.0,1,0,1
4.31748811353631,0.0,4.919250732294404,28,8,0.0,4,0.6931471805599453,2,0,1
2.302585092994046,0.6931471805599453,5.117993812416755,13,7,1.3862943611198906,4,0.0,1,2,1
4.836281906951478,0.6931471805599453,4.763028270603671,17,6,1.0986122886681098,4,0.0,2,0,1
5.3981627015177525,0.6931471805599453,4.605170185988092,15,8,0.6931471805599453,4,0.6931471805599453,2,0,1
4.343805421853684,0.0,4.894850261102546,30,4,1.0986122886681098,4,1.0986122886681098,2,2,1
0.0,0.6931471805599453,4.189654742026425,1,8,0.0,2,0.6931471805599453,1,0,1
5.54907608489522,0.0,4.622518824322705,16,10,1.3862943611198906,4,1.0986122886681098,2,0,0
4.762173934797756,0.0,4.127134385045092,28,2,0.6931471805599453,3,1.0986122886681098,1,0,0
3.713572066704308,0.6931471805599453,4.255612709818223,14,1,1.3862943611198906,4,0.6931471805599453,2,0,1
0.6931471805599453,1.0986122886681098,4.51085950651685,8,8,0.6931471805599453,4,0.6931471805599453,2,0,1
3.9512437185814275,0.0,4.822697998516666,29,8,1.791759469228055,4,1.0986122886681098,2,2,1
4.0943445622221,0.0,4.625952725170619,27,6,1.0986122886681098,4,0.6931471805599453,2,0,0
1.3862943611198906,0.0,4.765586907393996,10,10,0.6931471805599453,4,1.0986122886681098,2,0,1
0.0,0.0,4.68213122712422,30,6,0.6931471805599453,4,0.0,2,0,1
2.6390573296152584,0.6931471805599453,4.910814958814044,7,11,0.6931471805599453,4,0.6931471805599453,1,0,1
2.4849066497880004,0.0,4.4942386252808095,23,10,1.0986122886681098,3,1.0986122886681098,2,0,1
2.8903717578961645,0.0,5.41756599436603,26,3,0.6931471805599453,4,1.0986122886681098,2,4,0
5.41610040220442,0.0,0.0,2,10,1.0986122886681098,4,0.6931471805599453,1,0,1
2.1972245773362196,0.0,4.189654742026425,29,9,1.3862943611198906,2,0.0,1,0,1
1.6094379124341003,0.0,4.454347296253507,12,2,1.0986122886681098,3,1.0986122886681098,2,0,1
5.117993812416755,0.0,4.709530201312334,1,11,1.3862943611198906,3,0.0,1,0,0
4.859812404361672,0.0,4.964591355594849,26,6,0.6931471805599453,3,1.0986122886681098,2,0,1
5.4638318050256105,0.0,4.5921862584297966,28,9,1.0986122886681098,4,0.0,2,0,0
2.5649493574615367,0.0,4.189654742026425,5,8,1.3862943611198906,2,0.0,2,0,1
1.3862943611198906,0.0,4.6443908991413725,7,3,0.6931471805599453,4,0.6931471805599453,2,0,1
4.1588830833596715,0.6931471805599453,4.700480365792417,9,6,0.6931471805599453,4,0.0,2,0,1
0.0,0.6931471805599453,0.0,12,10,0.6931471805599453,1,0.6931471805599453,1,0,1
0.0,0.0,4.394449154672439,23,12,0.6931471805599453,4,0.0,2,0,1
4.174387269895637,0.6931471805599453,4.407694381422459,18,7,1.0986122886681098,4,0.6931471805599453,2,0,1
5.958424693029782,0.6931471805599453,4.7535901911063645,23,10,0.0,3,1.0986122886681098,2,0,0
5.220355825078324,0.6931471805599453,4.583946549536464,11,7,1.6094379124341003,3,0.6931471805599453,3,0,1
4.382026634673881,0.0,4.424247650107844,30,3,1.6094379124341003,4,1.0986122886681098,2,0,0
4.060443010546419,0.6931471805599453,4.859812404361672,17,10,1.3862943611198906,4,0.6931471805599453,2,0,1
4.812184355372417,0.6931471805599453,4.465908118654584,27,3,0.6931471805599453,3,1.0986122886681098,1,0,1
2.995732273553991,0.6931471805599453,4.7545380176389145,29,10,1.791759469228055,4,1.0986122886681098,2,2,1
3.970291913552122,0.6931471805599453,4.801558999993482,3,12,1.3862943611198906,4,1.0986122886681098,2,0,1
3.4339872044851463,0.6931471805599453,4.98292145552874,12,7,1.0986122886681098,4,0.0,2,0,1
